2019-09-06 11:21:54.963667	https://www.encodeproject.org/report/?type=Annotation&encyclopedia_version=4&annotation_type=candidate+Cis-Regulatory+Elements&organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&biosample_ontology.classification=primary+cell&field=%40id&field=accession&field=targets.label&field=biosample_ontology.term_name&field=description&field=lab.title&field=award.project&field=status&field=organism.scientific_name&field=relevant_life_stage&field=relevant_timepoint&field=relevant_timepoint_units&field=software_used.software.name&field=schema_version&field=related_files&field=alternate_accessions&field=date_released&field=dbxrefs&field=internal_tags&field=biosample_ontology&field=documents&field=notes&field=date_created&field=submitted_by&field=references&field=award&field=aliases&field=annotation_type&field=encyclopedia_version&field=supersedes&field=assembly&field=contributing_files&field=original_files&field=revoked_files&field=month_released&field=files&field=superseded_by&field=hub&files.file_type=bed+bed3%2B&sort=biosample_ontology&limit=all
ID	Accession	Target	Biosample term name	Description	Lab	Project	Status	Organism	Life stage	Age	Age units	Software used	Schema version	Additional data files	Alternate accessions	Date released	External resources	Internal tags	Biosample ontology	Documents	Notes	Date created	Submitted by	References	Award	Aliases	Annotation type	Encyclopedia version	Supersedes	Genome assembly	Contributing files	Original files	Revoked files	Month released	Files	Superseded by	Hub
/annotations/ENCSR307NLE/	ENCSR307NLE	H3K4me3	heart	5-group for heart male fetal (91 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	91	day		25			2017-09-12			/biosample-types/tissue_UBERON_0000948/			2017-08-21T22:07:10.209006+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-heart-male-fetal-91-day-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF216KWB/,/files/ENCFF846WZC/		September, 2017	/files/ENCFF216KWB/,/files/ENCFF846WZC/		/annotations/ENCSR307NLE/@@hub/hub.txt
/annotations/ENCSR336TAK/	ENCSR336TAK	H3K4me3,H3K27ac	T-cell	5-group for T-cell male adult (37 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	37	year		25			2017-09-12			/biosample-types/primary_cell_CL_0000084/			2017-08-21T21:51:55.057079+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-T-cell-male-adult-37-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF098NHL/,/files/ENCFF518HVH/		September, 2017	/files/ENCFF098NHL/,/files/ENCFF518HVH/		/annotations/ENCSR336TAK/@@hub/hub.txt
/annotations/ENCSR224OEP/	ENCSR224OEP		adrenal gland	9-state high DNase for adrenal gland male adult (54 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	54	year		25			2017-08-31			/biosample-types/tissue_UBERON_0002369/			2017-08-21T22:14:24.125290+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-adrenal-gland-male-adult-54-years-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF363MAS/,/files/ENCFF343SZN/		August, 2017	/files/ENCFF363MAS/,/files/ENCFF343SZN/		/annotations/ENCSR224OEP/@@hub/hub.txt
/annotations/ENCSR677DYJ/	ENCSR677DYJ		stomach	5-group for stomach female fetal (105 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	105	day		25			2017-09-12			/biosample-types/tissue_UBERON_0000945/			2017-08-21T21:54:20.058751+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-stomach-female-fetal-105-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF728VRE/,/files/ENCFF471MFR/		September, 2017	/files/ENCFF728VRE/,/files/ENCFF471MFR/		/annotations/ENCSR677DYJ/@@hub/hub.txt
/annotations/ENCSR025XPW/	ENCSR025XPW	H3K27ac	natural killer cell	9-state high H3K27ac for natural killer cell male adult (37 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	37	year		25			2017-08-30			/biosample-types/primary_cell_CL_0000623/			2017-07-10T22:18:31.686189+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-natural-killer-cell-male-adult-37-years-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF272GAM/,/files/ENCFF413EBX/		August, 2017	/files/ENCFF272GAM/,/files/ENCFF413EBX/		/annotations/ENCSR025XPW/@@hub/hub.txt
/annotations/ENCSR743RGQ/	ENCSR743RGQ	H3K27ac	esophagus	9-state high H3K27ac for esophagus male adult (34 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	34	year		25			2017-08-30			/biosample-types/tissue_UBERON_0001043/			2017-07-10T22:22:30.177873+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-esophagus-male-adult-34-years-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF676ZKW/,/files/ENCFF288FYN/		August, 2017	/files/ENCFF676ZKW/,/files/ENCFF288FYN/		/annotations/ENCSR743RGQ/@@hub/hub.txt
/annotations/ENCSR411ZIA/	ENCSR411ZIA		pons	5-group for pons male adult (78 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	78	year		25			2017-09-12			/biosample-types/tissue_UBERON_0000988/			2017-07-10T22:05:08.465281+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-pons-male-adult-78-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF505JOA/,/files/ENCFF760KSK/		September, 2017	/files/ENCFF505JOA/,/files/ENCFF760KSK/		/annotations/ENCSR411ZIA/@@hub/hub.txt
/annotations/ENCSR405WJI/	ENCSR405WJI		stomach	5-group for stomach female fetal (121 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	121	day		25			2017-09-12			/biosample-types/tissue_UBERON_0000945/			2017-08-21T21:57:34.447603+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-stomach-female-fetal-121-day-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF503REI/,/files/ENCFF995XTT/		September, 2017	/files/ENCFF503REI/,/files/ENCFF995XTT/		/annotations/ENCSR405WJI/@@hub/hub.txt
/annotations/ENCSR989MMJ/	ENCSR989MMJ		fibroblast of gingiva	9-state high DNase for fibroblast of gingiva female adult (24 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	24	year		25			2017-08-31			/biosample-types/primary_cell_CL_0002552/			2017-07-10T21:59:11.280122+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-fibroblast-of-gingiva-female-adult-24-years-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF549YNH/,/files/ENCFF806UTC/		August, 2017	/files/ENCFF549YNH/,/files/ENCFF806UTC/		/annotations/ENCSR989MMJ/@@hub/hub.txt
/annotations/ENCSR403XRF/	ENCSR403XRF	H3K4me3	esophagus muscularis mucosa	5-group for esophagus muscularis mucosa female adult (53 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	53	year		25			2017-09-12			/biosample-types/tissue_UBERON_0004648/			2017-07-10T21:56:24.871273+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-esophagus-muscularis-mucosa-female-adult-53-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF227XAZ/,/files/ENCFF866KUO/		September, 2017	/files/ENCFF227XAZ/,/files/ENCFF866KUO/		/annotations/ENCSR403XRF/@@hub/hub.txt
/annotations/ENCSR942MYI/	ENCSR942MYI	H3K4me3	pancreas	9-state high H3K4me3 for pancreas male adult	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	60	year		25			2017-08-29			/biosample-types/tissue_UBERON_0001264/			2017-07-10T22:06:32.106660+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-pancreas-male-adult-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF330LKI/,/files/ENCFF975RTN/		August, 2017	/files/ENCFF330LKI/,/files/ENCFF975RTN/		/annotations/ENCSR942MYI/@@hub/hub.txt
/annotations/ENCSR511QDW/	ENCSR511QDW	H3K4me3	spleen	9-state high H3K4me3 for spleen adult	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	30	year		25			2017-08-29			/biosample-types/tissue_UBERON_0002106/			2017-07-10T22:00:42.836224+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-spleen-adult-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF947GOE/,/files/ENCFF479TDU/		August, 2017	/files/ENCFF947GOE/,/files/ENCFF479TDU/		/annotations/ENCSR511QDW/@@hub/hub.txt
/annotations/ENCSR128FMY/	ENCSR128FMY	H3K27ac	adrenal gland	5-group for adrenal gland male adult (54 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	54	year		25			2017-09-12			/biosample-types/tissue_UBERON_0002369/			2017-08-21T22:14:25.108676+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-adrenal-gland-male-adult-54-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF375ODC/,/files/ENCFF382JSL/		September, 2017	/files/ENCFF375ODC/,/files/ENCFF382JSL/		/annotations/ENCSR128FMY/@@hub/hub.txt
/annotations/ENCSR458SCA/	ENCSR458SCA		lung	5-group for lung male fetal (103 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	103	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002048/			2017-08-21T22:03:07.620344+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-lung-male-fetal-103-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF971VSU/,/files/ENCFF810LHY/		September, 2017	/files/ENCFF971VSU/,/files/ENCFF810LHY/		/annotations/ENCSR458SCA/@@hub/hub.txt
/annotations/ENCSR341KFP/	ENCSR341KFP		fibroblast of pulmonary artery	9-state high DNase for fibroblast of pulmonary artery	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-08-31			/biosample-types/primary_cell_CL_0002557/			2017-08-21T22:21:22.748964+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-fibroblast-of-pulmonary-artery-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF481TMR/,/files/ENCFF584VJX/		August, 2017	/files/ENCFF481TMR/,/files/ENCFF584VJX/		/annotations/ENCSR341KFP/@@hub/hub.txt
/annotations/ENCSR693RYL/	ENCSR693RYL	H3K4me3	gastroesophageal sphincter	5-group for gastroesophageal sphincter female adult (53 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	53	year		25			2017-09-12			/biosample-types/tissue_UBERON_0004550/			2017-07-10T22:03:22.591951+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-gastroesophageal-sphincter-female-adult-53-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF765KVD/,/files/ENCFF623QNC/		September, 2017	/files/ENCFF765KVD/,/files/ENCFF623QNC/		/annotations/ENCSR693RYL/@@hub/hub.txt
/annotations/ENCSR108KQK/	ENCSR108KQK	H3K4me3,CTCF	fibroblast of pulmonary artery	5-group for fibroblast of pulmonary artery	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-09-12			/biosample-types/primary_cell_CL_0002557/			2017-08-21T22:21:24.150901+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-fibroblast-of-pulmonary-artery-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF942EEI/,/files/ENCFF023ZTQ/		September, 2017	/files/ENCFF942EEI/,/files/ENCFF023ZTQ/		/annotations/ENCSR108KQK/@@hub/hub.txt
/annotations/ENCSR306KYR/	ENCSR306KYR	H3K4me3	Peyer's patch	5-group for Peyer's patch female adult (53 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	53	year		25			2017-09-12			/biosample-types/tissue_UBERON_0001211/			2017-07-10T22:03:34.849879+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-Peyer-s-patch-female-adult-53-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF806ALM/,/files/ENCFF451MZN/		September, 2017	/files/ENCFF806ALM/,/files/ENCFF451MZN/		/annotations/ENCSR306KYR/@@hub/hub.txt
/annotations/ENCSR184OTD/	ENCSR184OTD	H3K27ac	rectal smooth muscle tissue	9-state high H3K27ac for rectal smooth muscle female adult (50 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	50	year		25			2017-08-30			/biosample-types/tissue_UBERON_0018112/			2017-07-10T23:02:46.210482+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-rectal-smooth-muscle-female-adult-50-years-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF210IFW/,/files/ENCFF622KII/		August, 2017	/files/ENCFF210IFW/,/files/ENCFF622KII/		/annotations/ENCSR184OTD/@@hub/hub.txt
/annotations/ENCSR277KVD/	ENCSR277KVD		tongue	5-group for tongue male fetal (72 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	72	day		25			2017-09-12			/biosample-types/tissue_UBERON_0001723/			2017-08-21T22:15:51.698139+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-tongue-male-fetal-72-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF516VPL/,/files/ENCFF024PHK/		September, 2017	/files/ENCFF516VPL/,/files/ENCFF024PHK/		/annotations/ENCSR277KVD/@@hub/hub.txt
/annotations/ENCSR603LSO/	ENCSR603LSO	H3K4me3	foreskin keratinocyte	9-state high H3K4me3 for foreskin keratinocyte male newborn	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	postnatal				25			2017-08-29			/biosample-types/primary_cell_CL_1001606/			2017-08-21T22:23:09.150366+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-foreskin-keratinocyte-male-newborn-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF345LYP/,/files/ENCFF651NML/		August, 2017	/files/ENCFF345LYP/,/files/ENCFF651NML/		/annotations/ENCSR603LSO/@@hub/hub.txt
/annotations/ENCSR871TQJ/	ENCSR871TQJ	CTCF	kidney	5-group for kidney male adult (22 years, 27 years and 35 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	27	year		25			2017-09-12			/biosample-types/tissue_UBERON_0002113/			2017-08-21T22:15:31.797842+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-kidney-male-adult-22-years-and-male-adult-27-years-and-male-adult-35-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF622ZWB/,/files/ENCFF499JAR/		September, 2017	/files/ENCFF622ZWB/,/files/ENCFF499JAR/		/annotations/ENCSR871TQJ/@@hub/hub.txt
/annotations/ENCSR575FWN/	ENCSR575FWN	H3K4me3,H3K27ac	subcutaneous abdominal adipose tissue	5-group for subcutaneous abdominal adipose nuclear fraction female adult (49 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	49	year		25			2017-09-12			/biosample-types/tissue_UBERON_0014455/			2017-07-10T21:56:07.906157+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-subcutaneous-abdominal-adipose-nuclear-fraction-female-adult-49-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF493ZPV/,/files/ENCFF725QLM/		September, 2017	/files/ENCFF493ZPV/,/files/ENCFF725QLM/		/annotations/ENCSR575FWN/@@hub/hub.txt
/annotations/ENCSR999HFB/	ENCSR999HFB	H3K4me3	CD14-positive monocyte	5-group for Monocytes-CD14+ RO01746	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown	21	year		25			2017-09-12			/biosample-types/primary_cell_CL_0001054/			2017-07-10T21:39:36.008565+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-Monocytes-CD14-RO01746-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF133YDZ/,/files/ENCFF740KNG/		September, 2017	/files/ENCFF133YDZ/,/files/ENCFF740KNG/		/annotations/ENCSR999HFB/@@hub/hub.txt
/annotations/ENCSR981XKX/	ENCSR981XKX		muscle of arm	5-group for muscle of arm male fetal (115 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	115	day		25			2017-09-12			/biosample-types/tissue_UBERON_0001499/			2017-08-21T21:48:16.692125+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-arm-male-fetal-115-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF868YIZ/,/files/ENCFF348AEV/		September, 2017	/files/ENCFF868YIZ/,/files/ENCFF348AEV/		/annotations/ENCSR981XKX/@@hub/hub.txt
