File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF084INH	bed narrowPeak	peaks	ENCSR371KRY	DNase-seq	NTR:0000522	fibroblast of skin of left quadriceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF697TQJ, ENCFF967OQF	1473403	ENCODE Processing Pipeline	662e225309bf02c62d263659e4b1d8c3		https://www.encodeproject.org/files/ENCFF084INH/@@download/ENCFF084INH.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/ae3cf697-4c18-4afe-9052-b02ec9b41f22/ENCFF084INH.bed.gz	low read depth	mismatched status, NTR biosample		
ENCFF416PMR	bed narrowPeak	peaks	ENCSR371KRY	DNase-seq	NTR:0000522	fibroblast of skin of left quadriceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF408AZE	1468127	ENCODE Processing Pipeline	f5a73cffe44f7d3a0fb3b69d1ccbc546		https://www.encodeproject.org/files/ENCFF416PMR/@@download/ENCFF416PMR.bed.gz	hg19				archived	s3://encode-public/2017/09/19/0d10bcaf-2165-4cec-b3d6-64d2a76d9fb7/ENCFF416PMR.bed.gz	low read depth	mismatched status, NTR biosample		
ENCFF937WLI	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF658JQA, ENCFF967OQF	1157802	ENCODE Processing Pipeline	ac69c709e9be046f622c94b7de6d27e5		https://www.encodeproject.org/files/ENCFF937WLI/@@download/ENCFF937WLI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/6a54c88b-d949-41f8-8afe-502a2f65e5e3/ENCFF937WLI.bed.gz	low read depth			
ENCFF045KGY	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF716TLS	1156426	ENCODE Processing Pipeline	188c82ebe191a283fc664bdea81977d3		https://www.encodeproject.org/files/ENCFF045KGY/@@download/ENCFF045KGY.bed.gz	hg19				released	s3://encode-public/2018/05/14/a16558c2-8cec-4377-9f09-ae1cec7079e1/ENCFF045KGY.bed.gz	low read depth			
ENCFF696SPY	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF396BNI, ENCFF992CZQ	1118849	ENCODE Processing Pipeline	784a8010d175a7458a10db9571559693		https://www.encodeproject.org/files/ENCFF696SPY/@@download/ENCFF696SPY.bed.gz	GRCh38				archived	s3://encode-public/2016/11/04/fed895e3-2cb5-46ab-a60b-849170c4e8d9/ENCFF696SPY.bed.gz	low read depth			
ENCFF341TLD	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF285QAN	1114903	ENCODE Processing Pipeline	11036e326cf0ce82b855ddc2d1b3e60a		https://www.encodeproject.org/files/ENCFF341TLD/@@download/ENCFF341TLD.bed.gz	hg19				archived	s3://encode-public/2016/11/04/93871cfd-aa6f-4015-a930-037dd9c3eaf2/ENCFF341TLD.bed.gz	low read depth			
ENCFF687CLH	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF658JQA, ENCFF967OQF	1159619	ENCODE Processing Pipeline	dfed5a6cdb30ccf578d627ab000ca459		https://www.encodeproject.org/files/ENCFF687CLH/@@download/ENCFF687CLH.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/84c4634d-4f55-448c-8c55-bd822fd86348/ENCFF687CLH.bed.gz	low read depth			
ENCFF590UPO	bed narrowPeak	peaks	ENCSR176KYD	DNase-seq	CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF716TLS	1156651	ENCODE Processing Pipeline	ee03ae67082cbd779d7399058979d2d7		https://www.encodeproject.org/files/ENCFF590UPO/@@download/ENCFF590UPO.bed.gz	hg19				archived	s3://encode-public/2017/09/19/ec02463a-4e75-4255-92a8-4984d72fb659/ENCFF590UPO.bed.gz	low read depth			
ENCFF154TFX	bed narrowPeak	peaks	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF578HKK, ENCFF967OQF	2097686	ENCODE Processing Pipeline	02f9a66d20c9778a2aa26f738ffd6ced		https://www.encodeproject.org/files/ENCFF154TFX/@@download/ENCFF154TFX.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/da31b278-bc9e-4b6d-8167-24e4b0cd6f53/ENCFF154TFX.bed.gz		sequencing runs labeled as technical replicates		
ENCFF424GPY	bed narrowPeak	peaks	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF074KIH, ENCFF390DNP	2091715	ENCODE Processing Pipeline	9ee4b6a5e46ff299386175bb1e40f065		https://www.encodeproject.org/files/ENCFF424GPY/@@download/ENCFF424GPY.bed.gz	hg19				released	s3://encode-public/2018/05/14/95723cae-d96c-47fd-8cf8-738cca48b57c/ENCFF424GPY.bed.gz		sequencing runs labeled as technical replicates		
ENCFF859JIA	bed narrowPeak	peaks	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF578HKK, ENCFF967OQF	2103429	ENCODE Processing Pipeline	64763d37c0bfced31e68dd22eb2e31e3		https://www.encodeproject.org/files/ENCFF859JIA/@@download/ENCFF859JIA.bed.gz	GRCh38				archived	s3://encode-public/2017/11/27/671b7e22-e507-430d-b263-d0f0ee698203/ENCFF859JIA.bed.gz		sequencing runs labeled as technical replicates		
ENCFF095EZR	bed narrowPeak	peaks	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF074KIH, ENCFF390DNP	2091629	ENCODE Processing Pipeline	d3b04ce1d5ada474a4fa8a305933b5d8		https://www.encodeproject.org/files/ENCFF095EZR/@@download/ENCFF095EZR.bed.gz	hg19				archived	s3://encode-public/2017/12/03/27664657-5ce9-4d1d-ac82-07b0e428618d/ENCFF095EZR.bed.gz		sequencing runs labeled as technical replicates		
ENCFF001WCU	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				2							ENCFF001CLK	1859458	John Stamatoyannopoulos, UW	ff297923683e2ce58db66a797daef1ab		https://www.encodeproject.org/files/ENCFF001WCU/@@download/ENCFF001WCU.bed.gz	hg19				archived	s3://encode-public/2012/07/12/621f6d0f-a546-4afa-8fb9-2c78dcfe6d76/ENCFF001WCU.narrowPeak.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WTO	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001EJC	1097109	John Stamatoyannopoulos, UW	25298084db618dd1fce97d1c540ac5c7		https://www.encodeproject.org/files/ENCFF001WTO/@@download/ENCFF001WTO.bed.gz	hg19				archived	s3://encode-public/2011/01/11/487f75e7-29d3-489f-a886-470a432faed4/ENCFF001WTO.narrowPeak.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF587LEX	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF673CRF, ENCFF967OQF	471827	ENCODE Processing Pipeline	e685ac25e781b2324279d64c781ba55d		https://www.encodeproject.org/files/ENCFF587LEX/@@download/ENCFF587LEX.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/cd185451-842a-4fa4-956d-f3a32037e9db/ENCFF587LEX.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF837QHQ	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				2							ENCFF274ASG, ENCFF967OQF	1495935	ENCODE Processing Pipeline	7bd1b72e6cf209f6d835c420ae944a08		https://www.encodeproject.org/files/ENCFF837QHQ/@@download/ENCFF837QHQ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/1887a1b2-551c-4831-a77d-62669301c780/ENCFF837QHQ.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF420UQF	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF390DNP, ENCFF417KFG	470983	ENCODE Processing Pipeline	a1f1bc46efb5de8b5feb3b0a6ff09443		https://www.encodeproject.org/files/ENCFF420UQF/@@download/ENCFF420UQF.bed.gz	hg19				released	s3://encode-public/2018/05/14/dafeb198-d997-4e26-8fce-2d391f531eb4/ENCFF420UQF.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF144XMY	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				2							ENCFF300BLH, ENCFF390DNP	1493331	ENCODE Processing Pipeline	4ac75b55e53379ca77b43f52a75a6c8b		https://www.encodeproject.org/files/ENCFF144XMY/@@download/ENCFF144XMY.bed.gz	hg19				released	s3://encode-public/2018/05/14/d8a35b4b-2692-41a4-8ad8-8b68c8978c13/ENCFF144XMY.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF395ABD	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF673CRF, ENCFF967OQF	472941	ENCODE Processing Pipeline	779159aa2ffb37c4c6fc76132c9b28c7		https://www.encodeproject.org/files/ENCFF395ABD/@@download/ENCFF395ABD.bed.gz	GRCh38				archived	s3://encode-public/2017/10/06/161cf214-3690-443b-88b3-09542ca762fa/ENCFF395ABD.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF891DND	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				2							ENCFF274ASG, ENCFF967OQF	1499698	ENCODE Processing Pipeline	8b015581399f359d326bd4a9703c70e1		https://www.encodeproject.org/files/ENCFF891DND/@@download/ENCFF891DND.bed.gz	GRCh38				archived	s3://encode-public/2017/10/06/70c8e757-facf-41ea-8956-8595858b87f9/ENCFF891DND.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF948LTX	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF390DNP, ENCFF417KFG	471099	ENCODE Processing Pipeline	81ac76d4eb330cca2d76653f4b5ef02b		https://www.encodeproject.org/files/ENCFF948LTX/@@download/ENCFF948LTX.bed.gz	hg19				archived	s3://encode-public/2017/10/10/79aa66f3-3dd8-4878-b81a-898aea70f7b9/ENCFF948LTX.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF579IWV	bed narrowPeak	peaks	ENCSR000EQG	DNase-seq	CL:0000546	T-helper 2 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				2							ENCFF300BLH, ENCFF390DNP	1492985	ENCODE Processing Pipeline	33949a416f45ab96e4bdffd4c327d925		https://www.encodeproject.org/files/ENCFF579IWV/@@download/ENCFF579IWV.bed.gz	hg19				archived	s3://encode-public/2017/10/10/4667de7f-725c-4bbe-8511-4fc72f1fb1be/ENCFF579IWV.bed.gz	low read depth	sequencing runs labeled as technical replicates		
ENCFF001UZE	bed narrowPeak	peaks	ENCSR000DCZ	FAIRE-seq	UBERON:0001264	pancreas	tissue	Homo sapiens											DNA		see document	see document		False	2012-09-19	ENCODE				1, 2							ENCFF000TOX, ENCFF000TOY	3551848	Jason Lieb, UNC	ecdc1588df5021879269136db2dc3906		https://www.encodeproject.org/files/ENCFF001UZE/@@download/ENCFF001UZE.bed.gz	hg19				released	s3://encode-public/2011/01/18/84701a38-50e1-4457-93d2-ae7fce0fbb30/ENCFF001UZE.narrowPeak.gz				
ENCFF708SRP	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF597IYU, ENCFF967OQF	697472	ENCODE Processing Pipeline	2b142b7a8c1f6afeb7ef687b9c6bce05		https://www.encodeproject.org/files/ENCFF708SRP/@@download/ENCFF708SRP.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/d958f716-eb16-4093-9208-22ac6b472346/ENCFF708SRP.bed.gz	low read depth, low spot score			
ENCFF162HDT	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF150FCA, ENCFF390DNP	696404	ENCODE Processing Pipeline	bf9e5bffa09c454725ee0e92de05a605		https://www.encodeproject.org/files/ENCFF162HDT/@@download/ENCFF162HDT.bed.gz	hg19				released	s3://encode-public/2018/05/14/88a9ab17-2046-4fbf-a3ca-1a38c7017bed/ENCFF162HDT.bed.gz	low read depth, low spot score			
ENCFF385RNI	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF265RIJ, ENCFF992CZQ	654297	ENCODE Processing Pipeline	9dc5b00a6f1b11022931de5887bfa4fb		https://www.encodeproject.org/files/ENCFF385RNI/@@download/ENCFF385RNI.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/6d410095-eaac-4e29-81e4-7959b1537853/ENCFF385RNI.bed.gz	low read depth, low spot score			
ENCFF866THD	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF964HWE	651619	ENCODE Processing Pipeline	c2445df80cca9f29ffb7cd5008eee56c		https://www.encodeproject.org/files/ENCFF866THD/@@download/ENCFF866THD.bed.gz	hg19				archived	s3://encode-public/2016/11/03/bdb0dc23-09fe-40ee-94dd-ce212143da4d/ENCFF866THD.bed.gz	low read depth, low spot score			
ENCFF406RTA	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF597IYU, ENCFF967OQF	698481	ENCODE Processing Pipeline	8543d51ea1b4ba5f45934d51e5a041ea		https://www.encodeproject.org/files/ENCFF406RTA/@@download/ENCFF406RTA.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/26dafaba-5417-48e5-b868-43558ca7288c/ENCFF406RTA.bed.gz	low read depth, low spot score			
ENCFF940SCA	bed narrowPeak	peaks	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF150FCA, ENCFF390DNP	696188	ENCODE Processing Pipeline	f107f4272bfd8a6f05c75d48db7eca7e		https://www.encodeproject.org/files/ENCFF940SCA/@@download/ENCFF940SCA.bed.gz	hg19				archived	s3://encode-public/2017/09/19/d3eab1fd-1770-4b81-9f1a-118076912bd5/ENCFF940SCA.bed.gz	low read depth, low spot score			
ENCFF297IRX	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF234FKG, ENCFF967OQF	982724	ENCODE Processing Pipeline	a32e5958b5547e77aeac5e6a0561b0f6		https://www.encodeproject.org/files/ENCFF297IRX/@@download/ENCFF297IRX.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/6b03f638-2c30-4442-a30f-19f6c6c0e353/ENCFF297IRX.bed.gz	low read depth			
ENCFF871GML	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF523OSH	982919	ENCODE Processing Pipeline	4f14009e6c68e9d8c1bc6efaf1f44edd		https://www.encodeproject.org/files/ENCFF871GML/@@download/ENCFF871GML.bed.gz	hg19				released	s3://encode-public/2018/05/14/6672cf2e-cbd2-47c1-a432-03ce342958ff/ENCFF871GML.bed.gz	low read depth			
ENCFF320DNQ	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF882BBI	941976	ENCODE Processing Pipeline	2105fd69e377b954cdf25651a3063e7e		https://www.encodeproject.org/files/ENCFF320DNQ/@@download/ENCFF320DNQ.bed.gz	hg19				archived	s3://encode-public/2016/10/28/e4f56697-7f87-4c14-ae57-ad8620bda0cd/ENCFF320DNQ.bed.gz	low read depth			
ENCFF152JIP	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF002LDG, ENCFF992CZQ	945181	ENCODE Processing Pipeline	554c1f574f4cfd523691bc545faaf025		https://www.encodeproject.org/files/ENCFF152JIP/@@download/ENCFF152JIP.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/633c3cde-3722-4c39-a7c0-f2ff8293344d/ENCFF152JIP.bed.gz	low read depth			
ENCFF390EKL	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF234FKG, ENCFF967OQF	983817	ENCODE Processing Pipeline	0f30e4f2e8cd15782c6eb42fef77115e		https://www.encodeproject.org/files/ENCFF390EKL/@@download/ENCFF390EKL.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/3824486a-5d4e-4f45-8bb9-64a096851534/ENCFF390EKL.bed.gz	low read depth			
ENCFF566KSS	bed narrowPeak	peaks	ENCSR311LLZ	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF523OSH	982816	ENCODE Processing Pipeline	ab6c2eb126818e30549f9b3a1b16bd32		https://www.encodeproject.org/files/ENCFF566KSS/@@download/ENCFF566KSS.bed.gz	hg19				archived	s3://encode-public/2017/09/19/48927c52-852e-444f-bc51-f5a7bf61289b/ENCFF566KSS.bed.gz	low read depth			
ENCFF031SHA	bed narrowPeak	peaks	ENCSR536NGW	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF450FXC, ENCFF967OQF	426072	ENCODE Processing Pipeline	94ead4887c15a5e2f24178760adc415e		https://www.encodeproject.org/files/ENCFF031SHA/@@download/ENCFF031SHA.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/f181e4c9-51db-4f87-97fc-77fd3fb99c6c/ENCFF031SHA.bed.gz	low read depth			
ENCFF926JFU	bed narrowPeak	peaks	ENCSR536NGW	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF934CDN	426970	ENCODE Processing Pipeline	f8af937764ffc7aafae24bcf07a55a54		https://www.encodeproject.org/files/ENCFF926JFU/@@download/ENCFF926JFU.bed.gz	hg19				released	s3://encode-public/2018/05/14/c895fded-97cd-4bcd-8053-91fc37da5c4e/ENCFF926JFU.bed.gz	low read depth			
